Spin_Speed_rpm,Spin_Time_s,Viscosity_cP,Surface_Tension_mN_m,Concentration_wt_pct,Volume_Deposited_uL,Annealing_Temp_C,Annealing_Time_min,Film_Thickness_nm
1194.3,80.2,32.69,46.43,13.93,60.2,160.5,47.9,221.98
3573.7,57.8,7.65,43.51,3.43,69.9,185.6,66.3,15.08
3851.4,99.0,15.36,55.4,6.16,34.5,301.4,31.4,24.24
4853.8,26.4,19.72,38.95,7.38,97.6,562.9,78.8,12.77
1966.2,45.4,11.33,27.12,2.74,30.6,329.2,94.7,13.3
2167.1,43.0,1.0,28.58,1.29,92.0,549.4,26.9,3.0
2613.0,118.5,36.28,53.84,14.92,48.3,358.1,45.0,96.66
1352.6,90.6,34.66,20.35,13.27,10.0,280.0,105.5,144.19
1084.6,81.8,30.91,54.77,13.77,58.9,555.3,65.6,66.75
2640.7,20.5,12.88,22.22,4.98,66.5,402.3,68.5,15.89
1521.1,38.4,12.79,35.67,4.08,88.2,312.2,89.5,23.45
3514.2,83.6,18.05,52.01,6.96,58.7,170.0,73.6,52.13
2467.2,58.0,20.92,36.3,7.35,18.5,199.9,17.7,54.38
4247.1,112.4,4.76,52.89,1.08,93.4,212.7,98.4,3.13
3651.2,96.5,28.46,24.01,11.91,60.9,314.2,111.5,63.87
1905.6,64.7,32.87,40.46,14.95,34.4,423.3,15.9,88.49
4245.2,95.0,22.07,43.3,8.4,90.9,288.4,23.3,39.83
4121.4,117.5,17.1,55.63,6.44,20.9,179.5,87.2,40.16
2243.7,66.1,13.97,23.74,6.5,18.8,269.2,76.5,39.84
1797.5,84.3,9.14,33.54,2.35,58.2,333.9,52.1,10.98
3571.2,111.9,16.67,46.37,4.73,66.2,596.5,69.3,7.78
1128.9,44.9,18.49,59.2,8.03,56.0,326.8,87.4,62.06
1399.6,108.7,16.02,53.93,7.05,93.6,190.1,65.5,74.48
533.1,29.8,19.56,53.86,8.63,33.7,411.5,25.4,76.06
4041.2,84.8,26.6,40.69,12.89,99.1,563.8,19.8,33.29
3491.8,98.3,17.57,42.57,4.15,11.7,504.0,58.3,10.8
3673.2,81.5,3.84,54.34,1.39,20.7,526.3,111.5,3.0
4013.3,69.6,2.96,54.79,1.54,26.7,567.7,71.4,3.0
2565.1,81.7,5.24,52.09,2.88,17.2,436.4,49.4,5.86
3059.3,35.2,21.51,52.74,8.99,49.4,597.7,110.0,18.4
1129.1,41.6,28.24,55.19,12.31,87.9,165.0,52.7,195.8
1015.4,47.0,37.17,24.55,13.42,83.9,525.7,66.0,76.02
3507.8,79.8,21.0,31.71,9.89,77.0,535.7,22.8,26.03
2619.9,64.2,12.67,59.04,6.64,10.7,562.5,91.1,13.14
3043.6,44.4,10.93,41.79,3.16,87.9,365.2,87.0,10.24
3942.5,108.3,16.9,27.06,6.62,45.7,504.5,97.4,13.95
3356.2,57.4,14.33,40.12,5.65,75.8,237.8,45.8,31.6
2991.1,64.6,33.99,45.83,13.18,75.4,421.4,58.0,60.95
3016.4,61.0,20.38,53.13,7.81,26.0,311.4,28.5,41.4
1867.8,38.2,11.44,52.49,4.17,56.4,418.3,116.1,14.32
638.7,93.2,9.38,21.97,5.04,93.4,454.0,19.5,28.56
2465.2,64.8,3.69,38.14,2.91,33.7,306.2,81.4,7.46
1465.6,21.6,31.78,20.82,13.86,74.4,247.3,87.6,159.85
2338.4,116.4,2.67,55.53,1.7,96.2,294.8,27.4,3.67
4340.3,101.6,5.52,26.96,1.18,42.5,448.8,50.2,3.0
1552.7,92.4,4.8,44.99,3.56,44.9,454.6,14.7,8.26
762.4,106.9,29.07,42.82,12.35,50.7,483.6,71.2,79.58
1766.2,110.7,20.64,45.02,8.33,82.8,206.9,119.4,82.65
1821.2,53.7,24.33,42.54,9.76,49.5,518.3,57.3,35.5
3478.6,81.1,17.02,48.62,6.01,53.8,459.7,118.9,15.39
3006.6,80.9,5.53,45.04,1.96,30.0,163.7,23.9,7.89
4027.5,46.7,29.87,23.61,12.99,99.0,301.0,53.2,72.22
3489.4,42.2,14.21,34.67,3.69,90.3,360.0,109.2,12.5
2328.7,31.4,4.4,41.86,1.46,64.0,312.3,106.4,4.33
4163.1,85.9,27.0,33.01,9.02,96.5,202.8,45.6,66.03
1251.4,98.1,6.01,50.41,2.17,71.8,243.3,84.6,13.13
602.2,96.1,7.33,32.72,2.34,96.3,161.1,107.5,26.74
905.2,51.6,29.66,53.15,12.21,24.5,191.9,94.4,217.59
3750.6,40.5,20.82,25.87,7.88,30.3,269.8,79.1,41.58
2578.4,65.4,10.82,50.78,4.38,89.7,519.0,26.8,9.78
1225.7,74.7,15.81,27.34,5.88,47.8,387.0,18.0,37.09
2754.7,111.9,32.37,41.12,11.21,43.4,341.0,77.6,66.24
1185.4,107.5,9.58,32.82,1.93,77.9,448.0,65.0,6.16
3633.4,111.6,11.22,45.49,2.63,66.7,393.7,36.2,6.82
2507.7,105.0,20.12,28.51,9.63,41.0,209.2,42.2,66.52
2214.6,116.5,20.3,51.82,9.5,45.8,250.2,53.1,65.86
1856.8,66.5,36.27,42.94,14.61,46.8,250.1,64.5,149.88
3336.3,24.7,18.67,58.29,6.24,21.4,420.0,52.9,20.62
2128.2,28.4,4.84,48.47,1.91,30.7,357.7,52.6,4.39
894.4,59.0,19.52,44.3,8.53,58.4,324.4,22.7,78.67
1031.0,45.8,29.04,53.17,9.94,80.4,400.5,105.2,69.85
4828.5,37.0,10.85,28.79,2.95,47.7,586.6,77.0,3.51
4588.6,115.3,25.28,45.31,8.74,44.5,291.4,26.1,41.42
3648.7,39.5,9.34,35.62,3.77,68.5,384.1,56.6,9.79
1696.4,115.9,29.94,49.75,12.83,24.2,366.2,55.8,90.53
4861.3,96.1,34.04,20.98,12.69,44.3,472.5,76.1,41.16
4004.4,84.1,17.35,37.11,7.01,28.7,478.6,77.0,16.24
3726.0,87.6,33.6,46.07,14.53,68.6,478.1,81.0,48.26
2522.1,53.1,33.11,38.43,14.72,20.1,240.7,86.8,137.55
1725.1,84.6,6.93,29.52,2.81,50.3,352.1,21.4,10.24
933.8,38.7,18.77,38.57,6.15,63.7,515.0,43.5,30.58
4561.7,113.8,19.1,53.99,9.4,85.0,321.7,11.9,36.36
2551.0,50.2,8.92,28.27,2.19,75.2,592.9,60.0,3.35
1410.6,45.5,14.5,34.69,6.36,94.9,314.2,57.2,39.76
1876.8,91.1,12.08,59.61,4.66,71.2,374.0,90.8,19.32
3106.5,85.6,34.52,56.51,14.33,41.4,363.5,28.4,88.11
1295.5,65.1,16.89,21.36,6.76,30.9,345.1,79.5,42.65
4354.8,83.2,28.0,41.21,11.68,15.1,530.5,43.7,29.63
3913.3,35.9,15.42,22.62,6.41,35.0,219.9,52.0,33.04
3737.6,87.3,6.83,56.96,2.85,22.3,405.4,89.1,5.65
2444.4,47.1,36.05,37.66,13.08,43.2,428.4,17.9,64.55
3322.9,47.3,4.39,36.74,1.01,73.2,533.0,47.7,3.0
3128.4,36.2,5.72,30.92,1.78,72.3,424.1,53.0,3.46
3424.3,53.2,14.1,42.75,6.1,38.6,582.0,88.7,9.61
880.0,53.1,25.19,25.8,10.62,55.8,542.5,31.9,59.28
2371.1,65.4,13.38,51.96,5.78,29.5,306.9,114.2,30.67
687.3,39.0,8.73,39.65,1.93,55.3,537.0,119.8,6.37
2723.0,39.3,12.27,42.66,5.45,55.9,581.3,100.1,8.13
1984.4,74.2,5.45,53.63,4.43,37.1,265.7,43.0,15.45
1150.4,32.9,4.65,27.41,1.08,33.4,424.6,83.0,3.0
965.3,88.9,20.68,27.01,8.49,98.2,276.8,19.1,79.67
3144.4,114.4,6.3,36.83,2.63,58.3,442.3,105.8,4.74
1267.7,62.7,16.29,51.45,5.02,60.6,192.1,66.8,52.41
4663.0,110.1,16.75,22.34,9.98,10.7,480.4,29.4,24.44
3114.8,29.8,32.38,51.81,11.15,26.4,338.9,46.0,61.21
2060.9,24.3,15.95,40.03,4.69,42.1,414.3,98.1,18.01
3159.1,92.1,13.02,42.47,5.61,96.9,161.6,105.7,38.42
602.6,96.1,10.9,42.58,4.46,25.8,462.9,67.2,23.16
4813.5,104.3,36.62,22.25,14.4,37.3,373.2,62.8,64.48
2670.4,25.7,12.03,29.99,3.67,99.1,431.4,92.6,9.02
4022.3,97.7,8.3,50.21,3.56,53.3,292.1,100.9,10.92
872.3,57.7,13.78,36.49,7.23,38.7,215.6,94.1,78.75
2690.0,50.3,16.74,42.42,3.65,67.1,345.9,52.3,16.74
2708.2,37.3,12.21,57.79,3.19,54.7,574.8,80.6,5.79
4720.2,119.6,7.86,21.85,2.34,96.2,252.5,104.3,7.45
3072.8,26.4,25.44,37.99,9.96,17.5,454.1,26.7,38.35
2630.7,102.7,25.87,34.45,9.57,81.1,172.4,52.7,99.6
1701.4,83.9,27.46,24.26,10.1,35.1,473.1,16.2,56.12
1992.1,93.5,22.94,58.03,11.83,82.6,257.3,55.0,95.71
2843.0,91.2,13.76,58.46,5.57,86.3,353.2,95.0,23.34
2475.1,105.8,32.51,32.46,13.86,86.4,315.5,31.7,93.58
597.3,38.4,27.42,57.87,11.26,88.0,200.8,69.6,206.35
4218.3,20.1,32.52,21.41,12.27,74.6,305.5,14.0,66.06
4532.7,79.9,22.14,59.24,11.09,22.8,307.6,108.7,48.46
1131.1,55.4,11.79,53.44,6.02,14.7,384.9,100.2,26.28
2993.2,32.4,11.37,28.57,4.96,40.7,587.6,67.7,7.57
988.6,38.6,18.37,43.98,6.92,54.6,361.5,87.6,50.71
3525.1,53.2,9.92,51.93,2.36,37.2,561.5,21.4,4.15
1765.6,27.0,23.73,32.77,7.32,76.8,357.7,103.0,43.67
3467.4,25.7,4.83,34.15,1.6,75.0,198.4,88.7,5.55
3771.5,111.6,6.92,45.16,1.06,97.5,253.6,23.2,3.27
3958.9,51.2,36.42,25.88,14.04,46.1,333.4,117.9,81.27
984.8,118.2,28.12,24.73,10.65,80.7,296.4,12.5,109.06
4622.1,116.4,22.32,29.99,8.87,76.7,539.6,79.1,18.82
1536.0,34.3,14.08,49.65,5.78,99.0,455.4,28.9,21.58
668.4,91.5,19.48,34.66,8.99,79.6,410.2,89.1,67.02
2996.8,80.1,29.61,40.29,13.48,35.5,371.1,17.7,75.86
2169.2,89.1,26.35,27.82,10.13,11.4,328.8,18.9,61.58
4234.1,29.6,23.54,27.76,9.43,97.1,425.5,61.3,29.29
4137.1,38.9,17.87,46.02,7.44,74.4,206.1,119.3,41.58
1927.1,27.7,17.43,24.34,5.84,83.1,223.1,40.4,43.52
4788.0,80.4,26.19,46.71,10.78,81.4,286.4,77.4,54.74
1809.1,118.7,33.15,36.03,14.73,76.2,227.0,67.0,171.38
2817.8,87.2,17.18,46.85,6.95,77.6,454.7,102.6,20.81
1651.8,91.1,19.39,35.27,6.49,93.7,161.1,41.7,69.26
4712.2,118.5,15.01,53.84,6.99,92.3,222.1,71.0,31.32
1240.7,87.8,18.63,22.22,6.96,44.1,556.2,114.6,22.21
702.1,24.0,36.03,55.73,14.87,12.8,598.9,46.6,82.05
2457.9,106.7,24.78,30.75,10.89,13.5,369.4,58.3,58.57
4965.7,56.5,14.99,21.7,6.03,50.2,372.9,107.8,17.51
4512.5,20.4,11.55,42.5,6.2,85.1,498.0,46.6,10.99
3868.7,70.7,18.5,28.97,7.03,86.3,166.3,51.9,49.8
4508.6,113.7,1.39,38.37,1.51,46.4,342.2,43.5,3.0
4520.5,45.7,24.51,52.09,8.39,37.1,194.9,99.0,58.31
2834.9,69.2,30.15,51.66,12.36,55.6,330.4,112.3,80.25
1921.7,37.4,23.85,44.02,10.25,84.9,592.7,79.4,26.69
3974.1,25.8,14.17,59.11,3.78,67.3,489.1,78.6,7.66
3477.5,28.1,24.65,38.55,11.19,22.6,593.3,52.9,24.09
2181.5,92.7,25.22,21.58,11.07,42.6,485.7,11.4,50.79
925.1,106.4,7.27,52.78,4.68,60.0,423.6,29.1,17.26
3860.6,34.3,28.29,28.85,9.72,58.4,489.4,26.2,34.08
1681.1,48.8,29.59,27.05,9.55,84.8,446.6,22.7,55.93
4715.7,39.5,26.32,22.8,12.76,93.9,358.8,81.9,55.33
1584.4,22.7,6.23,33.12,2.91,19.0,281.6,25.0,12.12
1052.4,75.3,10.78,33.05,3.73,30.2,384.1,19.4,18.51
4240.0,90.0,18.4,32.11,7.8,45.3,266.3,52.1,38.27
1189.8,84.8,5.63,43.73,1.62,36.7,369.0,37.4,6.08
1306.7,58.8,17.33,50.06,6.82,46.7,215.8,26.0,61.38
3197.2,75.5,30.9,57.51,12.04,13.7,404.4,26.1,50.55
4435.5,29.4,6.21,23.76,3.08,15.9,260.4,38.2,7.59
1384.0,35.4,19.69,26.02,7.44,85.5,282.1,69.1,62.03
1896.5,113.2,32.82,43.59,14.86,19.2,374.6,93.4,106.45
3998.3,96.2,19.36,23.93,8.08,84.2,223.1,103.8,44.83
4873.2,112.3,15.14,34.83,7.98,37.6,583.1,92.7,10.97
2753.3,111.7,21.08,44.98,8.82,37.8,351.1,79.1,41.56
1147.5,84.9,8.57,51.22,3.6,19.1,308.5,109.8,21.67
562.7,112.8,11.87,28.7,3.06,11.2,163.1,67.2,50.99
1533.5,61.7,25.93,46.72,10.48,42.0,529.5,79.7,42.11
1093.2,20.4,17.41,45.83,6.54,85.2,431.6,55.3,36.58
3549.5,26.3,13.57,54.38,5.06,92.8,337.4,46.0,18.67
1048.2,30.9,1.0,32.55,1.44,15.5,260.5,46.5,3.04
2778.5,29.5,25.55,50.0,12.84,12.8,485.3,26.3,49.17
3624.2,55.2,4.38,50.08,1.45,24.3,575.5,97.6,3.0
3115.0,90.1,29.29,29.57,11.5,79.0,321.4,16.1,65.34
1399.0,99.1,15.9,44.85,6.35,28.4,210.7,84.2,63.31
4118.6,79.0,20.99,47.01,9.38,30.8,199.1,105.1,62.32
3719.3,34.6,11.55,30.98,4.47,90.0,152.9,64.7,27.98
3825.4,94.8,8.32,38.07,3.18,88.7,484.8,17.7,6.32
1089.8,55.5,23.81,37.43,8.47,70.3,591.6,57.1,29.62
1056.9,21.3,28.87,50.94,10.74,24.8,596.8,47.8,41.79
4674.0,48.1,8.93,20.03,3.74,44.3,502.9,118.4,5.61
2289.1,53.1,18.2,40.04,7.11,31.3,223.0,86.0,57.06
1854.3,47.4,19.45,27.37,7.23,70.5,590.0,89.3,18.39
2698.6,101.2,12.53,45.87,4.02,80.2,297.5,66.7,18.31
3482.9,96.0,27.45,47.21,8.91,22.8,300.1,88.0,53.89
4800.3,89.6,8.91,40.05,3.04,90.8,459.3,89.5,5.2
1789.0,33.9,24.22,41.68,8.14,51.7,172.1,17.3,83.14
4661.6,100.8,4.47,32.6,2.59,81.6,521.6,34.5,3.0
611.9,87.7,18.02,32.53,7.8,14.6,598.8,11.4,44.64
2998.4,39.5,7.93,49.8,5.36,42.5,498.8,66.1,9.46
3352.9,84.8,19.32,25.27,7.33,11.3,501.8,106.3,18.36
976.5,68.4,20.21,50.86,7.07,74.7,325.6,77.1,58.14
1131.5,63.9,25.87,46.2,13.71,17.2,179.7,65.0,194.16
2386.0,31.2,20.64,55.38,7.86,40.4,506.7,111.9,26.05
4848.0,71.8,32.47,30.41,12.46,80.4,418.7,28.9,44.31
3182.2,30.0,13.21,40.25,4.16,77.4,559.2,18.2,9.34
4698.6,36.4,12.05,21.56,5.93,67.6,202.2,110.9,28.36
4119.6,33.3,9.04,56.5,2.05,72.5,287.3,109.3,6.55
2603.2,115.4,17.88,47.02,6.89,68.6,312.3,85.1,36.9
4031.4,48.5,27.61,44.92,10.36,67.7,457.5,37.1,35.09
580.3,55.5,30.91,49.31,12.73,41.5,504.5,116.7,90.7
991.1,52.2,23.67,31.37,8.92,12.5,582.5,94.2,35.45
4232.4,109.8,28.24,44.15,9.96,49.8,282.9,84.1,54.7
4085.7,76.3,9.4,52.04,3.48,14.1,372.1,34.5,9.36
1546.9,111.9,6.35,23.61,1.52,52.2,163.0,66.4,10.26
2888.5,50.0,33.54,58.35,12.08,51.8,263.8,100.5,93.01
3227.1,31.5,9.28,55.68,3.34,26.1,318.3,104.6,11.17
4404.8,75.6,3.86,58.52,2.28,80.6,417.2,71.8,3.0
3214.0,54.6,36.52,52.33,14.13,73.4,361.9,67.5,80.65
2356.6,100.2,39.63,31.77,14.49,60.4,314.0,86.7,115.51
2183.8,107.9,28.01,43.26,9.63,93.3,430.8,68.1,44.05
2416.5,67.3,18.64,24.81,6.3,35.8,522.9,55.9,16.95
3433.7,117.1,24.1,50.17,12.67,33.6,258.8,19.4,83.64
4403.7,75.3,8.98,26.15,3.87,26.5,304.3,23.9,10.94
2542.5,47.1,16.37,54.67,7.01,59.0,467.2,93.6,20.31
1615.3,68.9,15.93,29.62,6.0,28.5,500.1,12.7,23.04
1565.0,23.7,38.75,26.42,13.78,88.2,521.4,15.8,83.27
3857.1,100.4,30.68,22.84,13.88,37.4,244.2,109.5,95.04
4174.6,30.1,31.99,48.45,10.11,54.2,392.7,87.4,39.81
973.8,50.9,6.72,27.45,2.55,57.7,555.0,10.5,7.78
799.5,76.5,17.53,27.91,7.75,37.7,326.4,44.3,67.8
3175.0,24.3,14.74,26.79,4.43,76.5,343.4,94.0,16.64
1157.8,27.9,35.57,32.23,13.39,72.3,593.2,55.9,58.12
4211.0,89.6,10.71,57.65,2.94,78.5,200.9,61.6,13.11
1896.5,27.2,3.74,39.46,1.76,64.5,467.5,60.5,3.0
1147.4,67.7,28.49,30.44,10.86,51.4,532.6,32.2,55.53
4644.4,53.9,15.8,26.82,7.35,50.4,217.9,89.4,37.58
1244.9,42.8,28.9,20.76,12.74,74.5,471.5,21.3,87.62
1781.2,38.9,6.42,34.6,2.04,43.9,361.4,65.8,6.94
1191.3,96.3,27.63,24.4,12.22,49.4,533.8,28.7,69.23
1019.7,115.2,8.66,21.08,1.52,24.7,558.4,15.1,4.79
595.2,34.0,3.47,24.12,1.39,71.2,542.6,25.8,3.89
749.3,116.0,18.49,32.74,7.46,16.9,179.0,105.6,117.8
1285.9,79.5,8.78,50.03,4.1,99.1,490.6,29.4,13.38
740.2,84.2,26.53,22.68,9.31,22.9,564.7,40.6,53.55
3160.1,91.0,3.13,47.15,1.36,44.5,429.6,25.2,3.0
3563.2,90.4,8.87,44.82,1.5,31.4,420.4,90.9,3.34
2271.3,102.0,30.92,55.28,11.18,36.2,170.3,59.0,133.35
1931.0,68.3,9.73,27.36,3.94,39.0,535.2,113.8,7.41
2770.4,73.3,25.53,51.77,10.19,74.7,170.9,83.1,98.61
4437.5,52.4,27.03,54.59,11.5,25.9,291.1,68.5,62.7
4330.1,30.5,7.85,59.06,1.83,33.7,566.6,82.2,3.0
695.6,86.5,28.5,52.34,11.78,19.1,577.4,14.4,83.29
1316.7,23.4,11.69,24.95,4.76,39.8,596.4,114.6,10.17
1565.4,47.6,16.98,57.89,6.45,94.7,364.4,115.2,35.63
1622.2,29.4,2.34,52.6,2.21,44.2,229.8,40.4,6.7
3070.5,39.1,31.08,28.49,12.74,80.0,369.6,79.1,65.32
2373.2,83.9,24.3,26.61,8.85,51.6,196.0,32.2,75.76
721.6,82.8,20.96,57.46,8.07,50.5,542.6,70.2,42.15
2181.3,62.1,38.34,26.23,14.56,84.2,402.2,94.8,90.34
2856.9,29.0,13.94,51.08,5.68,12.4,332.0,113.4,23.52
957.5,63.3,31.61,36.21,13.47,87.8,185.8,47.3,251.77
4250.6,55.3,24.12,48.95,11.08,53.7,332.4,86.3,49.88
733.8,92.0,32.98,23.67,14.0,41.6,539.8,88.8,91.23
4661.8,77.9,39.43,49.0,13.71,91.6,466.5,34.3,50.5
946.0,69.2,37.04,40.48,14.87,40.6,187.1,79.2,276.86
4296.1,68.7,6.78,56.02,2.84,98.0,222.0,82.1,9.11
4561.9,116.6,26.91,27.54,12.14,94.3,326.5,94.0,56.27
4908.1,95.6,25.41,24.37,12.26,34.1,195.6,120.0,71.93
4109.1,69.7,22.56,27.85,10.02,40.7,570.3,14.4,26.02
4007.6,67.9,15.56,23.14,4.9,83.1,443.5,32.3,13.12
3391.2,22.6,34.1,59.21,14.51,27.6,192.7,26.0,125.06
4005.5,114.3,8.01,24.91,3.86,75.9,504.6,27.0,6.31
1105.5,51.9,17.84,28.03,7.99,21.6,315.8,60.0,58.57
2912.3,45.6,23.04,52.39,8.3,28.5,260.2,106.6,59.23
2814.0,119.9,9.27,29.87,3.27,55.0,406.5,59.4,8.44
4359.1,91.9,25.68,28.89,11.12,77.1,156.0,83.5,86.69
2582.6,24.7,6.24,46.89,2.24,76.5,359.4,51.4,6.05
2232.9,26.2,33.24,35.95,10.7,64.8,529.7,45.2,42.24
3378.0,22.6,35.28,53.42,12.88,34.5,567.6,101.8,33.84
1699.1,80.0,19.96,45.53,5.89,47.4,304.1,82.1,40.08
1129.0,27.2,21.89,31.53,10.93,32.2,439.1,48.6,63.49
2650.4,113.3,8.89,43.92,3.19,34.9,252.1,110.6,15.25
2376.0,113.7,29.61,54.66,12.84,39.1,402.1,64.8,68.02
1546.6,74.6,36.59,34.58,14.33,63.9,264.3,30.7,155.72
2153.8,81.7,12.4,49.46,3.14,28.7,407.1,63.2,11.33
2148.8,49.2,27.56,36.63,10.69,13.8,227.3,84.2,101.33
1973.7,26.4,17.97,41.72,8.08,72.3,573.6,50.4,21.97
2207.6,93.7,19.43,49.35,8.44,12.0,549.1,102.8,22.22
3585.8,30.2,28.91,22.42,10.89,97.4,301.6,68.6,65.07
1835.9,28.6,22.2,38.2,7.84,41.5,499.5,61.5,28.7
4769.9,51.1,24.05,23.81,9.4,10.6,193.0,104.5,59.62
4623.6,21.2,12.12,49.0,4.23,89.6,483.2,60.9,8.12
2664.1,63.4,16.64,44.31,6.3,64.0,277.1,55.6,37.32
1977.6,90.8,32.97,33.08,13.11,83.6,211.0,21.4,129.68
2909.5,100.1,9.99,23.05,2.54,49.2,455.2,49.9,5.95
4318.5,80.4,25.43,57.03,9.37,41.9,361.4,53.7,37.26
3436.6,104.7,10.3,32.6,3.58,69.0,388.6,29.9,10.1
4119.8,60.7,31.41,31.02,12.85,46.5,384.2,74.7,55.72
2897.3,104.9,22.68,24.04,9.11,60.1,176.8,25.8,85.68
3348.1,70.6,14.94,43.09,6.64,35.0,173.1,34.6,41.39
1796.7,42.3,9.97,30.63,4.5,39.9,420.5,71.7,15.7
3807.0,114.4,20.0,53.71,7.12,17.4,430.7,39.6,24.14
1410.8,47.5,33.0,47.31,14.41,80.3,171.2,80.4,228.88
3626.6,22.6,23.14,20.16,8.13,41.4,320.3,86.0,39.59
4373.2,44.3,19.26,42.63,7.57,97.7,425.8,43.1,22.07
1094.5,56.7,30.79,29.27,11.45,33.4,445.5,19.6,83.44
3264.7,55.1,18.42,20.61,6.31,52.8,522.7,63.8,15.78
927.9,72.5,20.59,44.77,6.98,37.5,339.3,20.2,56.28
3765.7,108.3,13.72,28.2,5.72,72.5,396.7,66.7,16.14
880.2,49.2,10.39,55.99,3.11,82.8,410.4,89.9,14.93
4711.7,72.1,29.5,42.94,10.99,53.8,290.4,78.2,53.47
1118.3,54.0,27.76,28.37,13.22,43.0,174.2,59.3,214.04
4815.0,102.2,38.57,59.17,13.68,77.0,151.9,114.0,141.05
4104.0,35.8,39.46,41.86,13.33,27.2,526.3,21.2,45.47
3171.6,30.4,21.69,26.62,7.32,64.0,240.1,106.8,51.23
4021.8,70.3,15.86,40.69,4.98,76.0,433.6,98.0,11.89
4078.0,87.2,26.61,58.37,9.93,34.2,409.7,56.2,36.49
4757.1,99.6,34.07,36.97,14.37,69.0,329.8,26.8,70.31
1640.2,79.0,27.38,37.01,11.18,76.2,525.1,27.1,50.63
3155.3,97.4,23.13,38.45,7.93,20.6,464.3,111.4,25.28
927.7,59.3,23.56,31.2,10.64,39.2,160.2,35.7,167.22
3272.7,23.3,25.99,26.47,11.82,46.6,499.5,106.2,33.99
1270.8,31.6,32.71,43.16,13.87,79.8,378.1,65.4,110.94
3042.3,23.9,30.84,55.77,11.69,61.1,306.2,60.8,79.83
3075.9,52.9,15.65,49.43,7.06,50.5,477.1,78.1,17.61
2596.9,69.5,12.43,23.85,4.83,38.7,458.7,33.7,15.04
2851.8,55.6,20.08,36.03,8.0,10.4,289.8,57.1,43.5
3937.7,76.1,11.83,20.21,5.59,11.8,592.4,113.2,7.42
4096.6,68.1,27.34,32.32,14.2,31.6,441.9,36.2,50.26
2714.7,87.8,17.58,46.78,8.11,20.5,422.6,111.4,27.53
3198.2,86.7,20.28,31.61,7.61,20.8,181.4,119.4,64.0
4690.6,51.8,16.97,53.62,5.87,64.2,275.7,15.7,24.14
1038.8,54.6,26.37,39.1,9.95,64.5,351.1,68.5,85.99
1027.0,78.5,22.87,46.77,8.28,14.0,433.8,28.9,57.69
894.7,79.6,6.58,55.35,2.81,63.5,380.7,78.4,11.33
3460.4,51.5,29.77,47.31,13.17,23.1,493.4,118.8,39.77
2383.7,53.0,16.99,55.89,6.03,44.0,268.2,108.7,38.18
3984.4,89.4,17.59,52.32,7.06,99.1,466.0,111.7,17.98
3520.5,84.7,13.64,42.68,3.88,57.0,517.5,33.5,8.49
2001.4,33.5,23.26,31.89,8.75,13.1,494.3,69.7,32.11
4542.6,64.1,30.76,31.93,10.83,41.3,496.9,35.8,31.89
3931.4,109.3,31.28,55.01,13.34,70.4,549.8,108.9,34.81
1717.4,23.6,9.16,22.16,1.72,30.2,187.9,31.0,11.4
2138.9,105.5,41.75,57.66,14.63,96.8,463.7,26.9,79.38
1915.0,36.3,27.12,33.08,10.85,48.3,585.9,11.3,42.71
